vendor_name	invoice_pattern	charge_type	sample_count	priority
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	8	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	8	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	8	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	8	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	8	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	8	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NWASTE/RECY	Overage	7	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	7	1
Republic Services	PICKUP SERVICE /-/	Monthly Service Commercial	7	1
Republic Services	RECYCLING SERVICE /-/	Monthly Service Commercial	7	1
Republic Services	RECYCLING SERVICE /-/	Monthly Service Commercial	7	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	7	1
Republic Services	/	Overage	6	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Local Surcharges/Fees Commercial	6	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Local Surcharges/Fees Commercial	6	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	6	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NWASTE/RECY	Overage	6	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	6	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	6	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	6	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	6	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Local Surcharges/Fees Commercial	6	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Local Surcharges/Fees Commercial	6	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	6	1
Republic Services	RECYCLE CONTAINER CU YD ON CALL SERVICE\	Monthly Rental Industrial	6	1
Republic Services	ROLL OFF COMP YD ON CALL SERVICE\NPICKUP	Empty & Return	6	1
Republic Services	WASTE COMPACTOR CU YD LIFT PER WEEKS\NDI	Local Surcharges/Fees Industrial	6	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	6	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NPIC	Monthly Service Commercial	6	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	6	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	6	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	6	1
Republic Services	DISPOSAL/RECYCLING /	Local Surcharges/Fees Industrial	6	1
Republic Services	DISPOSAL/RECYCLING /	Local Surcharges/Fees Industrial	6	1
Republic Services	ER CU YD ON CALL SERVICE\NRENTAL /-/	Monthly Rental Industrial	6	1
Republic Services	LOCK/BAR FEE RECURRING /-/	Lock Bar	6	1
Republic Services	OVERLOAD CHARGE\NWASTE/RECYCLING OVERAGE	Overage	6	1
Republic Services	OVERLOAD CHARGE\NWASTE/RECYCLING OVERAGE	Overage	6	1
Republic Services	PICKUP SERVICE /	Empty & Return	6	1
Republic Services	PICKUP SERVICE /\NYD WASTE CART / GAL LI	Empty & Return	6	1
Republic Services	RECYCLING SERVICE /-/	Monthly Service Commercial	6	1
Republic Services	SERVICE ATTEMPT /	Trip Charge	6	1
Republic Services	SERVICE ATTEMPT /\N WASTE COMPACT	Trip Charge	6	1
Republic Services	SERVICE ATTEMPT /\NUPS (BLDG B/#/LOC	Trip Charge	6	1
Republic Services	TOTAL FUEL RECOVERY FEE	Fuel Surcharge Commercial	6	1
Republic Services	WASTE/RECYCLING	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	6	1
Republic Services	BLUE CONTAINER CU YD ON CALL SERVICE\NPI	Empty & Return	5	1
Republic Services	PICKUP SERVICE /	Empty & Return	5	1
Republic Services	BLACK CONTAINER CU YD LIFTS PER WEEK\NNO	Extra Pick Up	4	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	4	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	4	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NPICKUP SERV	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NWASTE/RECYC	Overage	4	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	4	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	4	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	GREEN CONTAINER GAL LIFT PER WEEK ORGANI	Monthly Service Commercial	4	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	4	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	4	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEK\NR	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEKS\N	Empty & Return	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEKS\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEK\NP	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEK\NP	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK C	Overage	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEK\NR	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	4	1
Republic Services	TRASH CART / GAL LIFT PER WEEK\NCONTAINE	Delivery Commercial	4	1
Republic Services	WASTE COMPACTOR CU YD ON CALL SERVICE\NR	Compactor Rental	4	1
Republic Services	WASTE COMPACTOR CU YD ON CALL SERVICE\NR	Compactor Rental	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage	4	1
Republic Services	WASTE CONTAINER CU YD ON CALL SERVICE\NC	Delivery Industrial	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage by Yard	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPU	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPU	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NPIC	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NCO	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NWA	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPU	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPU	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD ON CALL SERVICE\NP	Empty & Return	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NHAZ	Local Surcharges/Fees Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NPIC	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NWAS	Overage	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	4	1
Republic Services	YD WASTE CART / GAL LIFT PER WEEK ORGANI	Monthly Service Commercial	4	1
Republic Services	YD WASTE CART / GAL LIFT PER WEEK\NRECYC	Monthly Service Commercial	4	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	4	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Overage	4	1
Republic Services	ADMINISTRATIVE FEE /-/	Local Surcharges/Fees Commercial	4	1
Republic Services	BASIC SERVICE /-/	Monthly Service Commercial	4	1
Republic Services	BLACK AND BLUE BIN SERVICE /-/	Monthly Service Commercial	4	1
Republic Services	CONTAINER DELIVERY /	Delivery Industrial	4	1
Republic Services	CONTAINER REFRESH /-/	Local Surcharges/Fees Commercial	4	1
Republic Services	CONTAINER REFRESH /-/	Local Surcharges/Fees Commercial	4	1
Republic Services	DISPOSAL/RECYCLING /	Local Surcharges/Fees Industrial	4	1
Republic Services	DISPOSAL/RECYCLING /	Local Surcharges/Fees Industrial	4	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	4	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	4	1
Republic Services	OVERLOAD CHARGE\NWASTE/RECYCLING OVERAGE	Overage	4	1
Republic Services	OVERLOAD CHARGE\NWASTE/RECYCLING OVERAGE	Overage	4	1
Republic Services	PICKUP SERVICE /	Final Pick Up	4	1
Republic Services	PICKUP SERVICE /	Final Pick Up	4	1
Republic Services	PICKUP SERVICE /\NRECEIPT NUMBER	Empty & Return	4	1
Republic Services	RENTAL /-/	Monthly Rental Industrial	4	1
Republic Services	RENTAL /-/\NRENTAL /-/	Compactor Rental	4	1
Republic Services	RENTAL	Monthly Rental Industrial	4	1
Republic Services	SERVICE ATTEMPT /\NRECEIPT NUMBER	Trip Charge	4	1
Republic Services	SERVICE ATTEMPT /\NRECEIPT NUMBER	Trip Charge	4	1
Republic Services	SERVICE ATTEMPT /	Trip Charge	4	1
Republic Services	SERVICE ATTEMPT /	Trip Charge	4	1
Republic Services	TOTAL FUEL/ENVIRONMENTAL RECOVERY FEE	Fuel Surcharge Commercial	4	1
Republic Services	UNLOCK/LOCK FEE /-/	Local Surcharges/Fees Commercial	4	1
Republic Services	UNLOCK/LOCK FEE /-/	Lock Bar	4	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	4	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	4	1
Republic Services	WASTE/RECYCLINGOVERLOAD CHARGE	Overage	4	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	3	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	3	1
Republic Services	GREEN CONTAINER GAL LIFT PER WEEK ORGANI	Monthly Service Commercial	3	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Local Surcharges/Fees Commercial	3	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	3	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Monthly Service Commercial	3	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	3	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	3	1
Republic Services	PICKUP SERVICE /	Empty & Return	3	1
Republic Services	PULL-OUT CHARGE /-/	Local Surcharges/Fees Commercial	3	1
Republic Services	/	Extra Pick Up	2	1
Republic Services	T	Monthly Service Commercial	2	1
Republic Services	CART GAL LIFT PER WEEK ORGANICS\NPICKUP	Monthly Service Commercial	2	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	2	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Monthly Service Commercial	2	1
Republic Services	FI MIXED ORGANICS YD LIFTS PER WEEK ORGA	Local Surcharges/Fees Commercial	2	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NPICKUP SERV	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NPICKUP SERV	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NPICKUP SERV	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NINTEGRATED	Local Surcharges/Fees Commercial	2	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NINTEGRATED	Local Surcharges/Fees Commercial	2	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK	Monthly Rental Industrial	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFT PER WEEK MA	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFT PER WEEK CO	Contaminated Load	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFT PER WEEK CO	Contaminated Load	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK C	Overage	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK\N	Monthly Service Commercial	2	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK\N	Monthly Service Commercial	2	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	2	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	2	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	2	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	2	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	2	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK\N	Local Surcharges/Fees Commercial	2	1
Republic Services	RECYCLE CONTAINER CU YD LIFT PER WEEKS\N	Empty & Return	2	1
Republic Services	RECYCLE CONTAINER CU YD ON CALL SERVICE\	Monthly Rental Industrial	2	1
Republic Services	RECYCLE CONTAINER CU YD LIFTS PER WEEK C	Overage	2	1
Republic Services	RECYCLE CONTAINER CU YD ON CALL SERVICE\	Extra Pick Up	2	1
Republic Services	TRASH CART / GAL LIFTS PER WEEK\NPICKUP	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NPIC	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	WASTE CONTAINER CU YD LIFTS PER WEEK\NPI	Monthly Service Commercial	2	1
Republic Services	YD WASTE CART / GAL LIFT PER WEEK ORGANI	Monthly Service Commercial	2	1
Republic Services	MIXED ORGANICS CART / GAL LIFTS PER WEEK	Monthly Service Commercial	2	1
Republic Services	MIXED ORGANICS CART / GAL LIFTS PER WEEK	Monthly Service Commercial	2	1
Republic Services	CONTAINER DELIVERY /	Delivery Commercial	2	1
Republic Services	CONTAINER DELIVERY /\NRECEIPT NUMBER	Delivery Commercial	2	1
Republic Services	CONTAMINATED MATERIALS /	Contaminated Load	2	1
Republic Services	CONTAMINATED MATERIALS /	Contaminated Load	2	1
Republic Services	G OVERAGE /	Overage	2	1
Republic Services	HAZARDOUS WASTE FEE /-/	Local Surcharges/Fees Industrial	2	1
Republic Services	MINIMUM LIFT FEE /	Inactivty Fee	2	1
Republic Services	NON-SCHEDULED SERVICE /	Extra Pick Up	2	1
Republic Services	NON-SCHEDULED SERVICE /\NRECEIPT NUMBER\	Extra Pick Up	2	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	2	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	2	1
Republic Services	ORGANIC WASTE PROCESSING /-/	Monthly Service Commercial	2	1
Republic Services	PICKUP SERVICE /-/\N FRONT LOAD RECYCLIN	Monthly Service Commercial	2	1
Republic Services	PICKUP SERVICE /-/\N RECYCLE CONTAINER C	Monthly Service Commercial	2	1
Republic Services	PICKUP SERVICE /-/	Monthly Service Commercial	2	1
Republic Services	PICKUP SERVICE /\NWHITNEY TRASK\NRENTAL	Empty & Return	2	1
Republic Services	PICKUP SERVICE /	Empty & Return	2	1
Republic Services	PICKUP SERVICE /\NHAZARDOUS WASTE FEE /-	Local Surcharges/Fees Industrial	2	1
Republic Services	PULL-OUT CHARGE /-/	Local Surcharges/Fees Commercial	2	1
Republic Services	PULL-OUT CHARGE /-/	Local Surcharges/Fees Commercial	2	1
Republic Services	UNLOCK/LOCK FEE /-/\N MIXED ORGANICS CAR	Lock Bar	2	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	2	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	2	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	2	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Extra Pick Up	2	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	2	1
Republic Services	WASTE/RECYCLING OVERAGE /	Overage	2	1
Republic Services	FRONT LOAD YD LIFT PER WEEK\NWASTE/RECYC	Overage	1	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NINTEGRATED	Local Surcharges/Fees Commercial	1	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	1	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	1	1
Republic Services	FRONT LOAD YD LIFTS PER WEEK\NPICKUP SER	Monthly Service Commercial	1	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK\N	Monthly Service Commercial	1	1
Republic Services	FRONT LOAD RECYCLING YD LIFTS PER WEEK\N	Monthly Service Commercial	1	1
Republic Services	MIXED ORGANICS CART / GAL LIFT PER WEEK	Monthly Service Commercial	1	1
Republic Services	RECYCLE CART / GAL LIFT PER WEEK\NRECYCL	Monthly Service Commercial	1	1
Republic Services	RECYCLE CONTAINER CU YD ON CALL SERVICE\	Disposal Charge	1	1
Republic Services	TRASH CART / GAL LIFT PER WEEK\NPICKUP S	Monthly Service Commercial	1	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NCON	Delivery Commercial	1	1
Republic Services	WASTE CONTAINER CU YD LIFT PER WEEK\NPIC	Monthly Service Commercial	1	1
Republic Services	BLACK AND BLUE BIN SERVICE /-/	Monthly Service Commercial	1	1
Republic Services	CONTAINER DELIVERY /	Delivery Industrial	1	1
Republic Services	CONTAINER REFRESH /-/	Local Surcharges/Fees Commercial	1	1
Republic Services	PICKUP SERVICE /-/	Monthly Service Commercial	1	1
Republic Services	RENTAL /-/	Monthly Rental Industrial	1	1
Republic Services	TOTAL ENVIRONMENTAL RECOVERY FEE	Environmental Surcharge Industrial	1	1
Republic Services	WASTE/RECYCLING OVERAGE /\NOVERLOAD CHAR	Overage	1	1
Robinson Waste Services-Utah	JUL DELAY CHARGE\N MINUTE DELAY CHARGE\N	Disposal Charge	12	1
Robinson Waste Services-Utah	JUL DELAY CHARGE\N MINUTE DELAY FEE	Disposal Charge	12	1
Robinson Waste Services-Utah	FUEL SURCHARGE	Fuel Surcharge Commercial	6	1
Robinson Waste Services-Utah	#NAME?	Disposal Charge	4	1
Robinson Waste Services-Utah	SEP FUEL SURCHARGE	Fuel Surcharge Commercial	2	1
Rumpke	KENTUCKY STATE TAX	Tax Industrial	22	1
Rumpke	FUEL SURCHARGE FL	Fuel Surcharge Commercial	18	1
Rumpke	YD RL/MONTH-MSW	Monthly Service Commercial	14	1
Rumpke	YD RL LEASE	Monthly Service Commercial	13	1
Rumpke	FUEL SURCHARGE RL	Fuel Surcharge Commercial	13	1
Rumpke	YD ROLL OFF LEASE	Monthly Rental Industrial	12	1
Rumpke	FUEL SURCHARGE RO	Fuel Surcharge Industrial	12	1
Rumpke	FUEL SURCHARGE RL RECY	Fuel Surcharge Commercial	9	1
Rumpke	CINCINNATI ORD	Local Surcharges/Fees Industrial	8	1
Rumpke	YD CMP/LOAD-MSW	Empty & Return	7	1
Rumpke	YD RO/LOAD-MSW	Empty & Return	7	1
Rumpke	YD FL/MONTH-MSW	Monthly Service Commercial	6	1
Rumpke	FUEL SURCHARGE FL RECY	Fuel Surcharge Commercial	6	1
Rumpke	RLC-XPU-TRASH-YD	Removal Commercial	6	1
Rumpke	YD FL/MONTH-MSW	Monthly Service Commercial	4	1
Rumpke	YD FL/MONTH-CRDBD	Monthly Service Commercial	4	1
Rumpke	GAL CART/MONTH-COM M # P/U:	Monthly Service Commercial	4	1
Rumpke	GAL CART/MONTH-COM M # P/U:	Monthly Service Commercial	4	1
Rumpke	FUEL SURCHARGE TT SW	Fuel Surcharge Industrial	4	1
Rumpke	YD RO CMP LEASE-RECY	Compactor Rental	3	1
Rumpke	YD FL/MONTH-CRDBD	Monthly Service Commercial	3	1
Rumpke	NNATI ORD	Local Surcharges/Fees Industrial	3	1
Rumpke	YD RO LEASE	Monthly Rental Industrial	2	1
Rumpke	YD CMP LEASE	Compactor Rental	2	1
Rumpke	YD CMP BOX LEASE	Monthly Rental Industrial	2	1
Rumpke	YD CMP BOX/LOAD-CRDBD	Empty & Return	2	1
Rumpke	CMP BOX/LOAD-MSW	Empty & Return	2	1
Rumpke	FUEL SURCHARGE RL-FEE EX	Fuel Surcharge Commercial	2	1
Rumpke	P BOX/LOAD-MSW	Empty & Return	2	1
Rumpke	RO DEAD RUN	Empty & Return	2	1
Rumpke	YD FL/MONTH-MSW	Monthly Service Commercial	1	1
Rumpke	YD FL/MONTH-MSW	Monthly Service Commercial	1	1
Rumpke	YD RL/MONTH-CRDBD	Monthly Service Commercial	1	1
Rumpke	YD FL/MONTH-COM MIX	Monthly Service Commercial	1	1
Rumpke	BOX LEASE	Receiver Container Rental	1	1
Rumpke	FUEL\NRCHARGE RO	Fuel Surcharge Commercial	1	1
Rumpke	INCINNATI ORD\N	Local Surcharges/Fees Commercial	1	1
Rumpke	JEL SURCHARGE RO	Fuel Surcharge Industrial	1	1
Rumpke	MSW COMMERCI	Disposal Charge	1	1
STANDARD WASTE SERVICES	YD OPEN TOP RECYCLING DSP#:\N\N TONS	Empty & Return	9	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	9	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	8	1
STANDARD WASTE SERVICES	RO SERVICE FEE - TRIP CHARGE	Monthly Rental Industrial	6	1
STANDARD WASTE SERVICES	YD OPEN TOP RECYCLING DSP#:\N	Empty & Return	4	1
STANDARD WASTE SERVICES	FUEL SURCHARGE DSP#:	Fuel Surcharge Industrial	4	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Vendor Cost Increase - Industrial	4	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	4	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	FUEL SURCHARGE	4	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	4	1
STANDARD WASTE SERVICES	RO-SERVICE FEE - TRIP CHARGE	Monthly Rental Industrial	3	1
STANDARD WASTE SERVICES	TONS - MSW ( TON MIN) DSP#:	Fuel Surcharge Industrial	3	1
STANDARD WASTE SERVICES	TONS - OCC DSP#:	Fuel Surcharge Industrial	3	1
STANDARD WASTE SERVICES	TONS- OCC DSP#:	Fuel Surcharge Industrial	3	1
